"","UNITID","ARANK","XSATOTLT","SATOTLT","XSATOTLM","SATOTLM","XSATOTLW","SATOTLW","XSA09MCT","SA09MCT","XSA09MCM","SA09MCM","XSA09MCW","SA09MCW","XSA10MCT","SA10MCT","XSA10MCM","SA10MCM","XSA10MCW","SA10MCW","XSA11MCT","SA11MCT","XSA11MCM","SA11MCM","XSA11MCW","SA11MCW","XSA12MCT","SA12MCT","XSA12MCM","SA12MCM","XSA12MCW","SA12MCW","XSAMNTHT","SAMNTHT","XSAMNTHM","SAMNTHM","XSAMNTHW","SAMNTHW","XSAOUTLT","SAOUTLT","XSAOUTLM","SAOUTLM","XSAOUTLW","SAOUTLW","XSAAVMNT","SAAVMNT","XSAAVMNM","SAAVMNM","XSAAVMNW","SAAVMNW"
"95",101462,6,"R",31,"R",15,"R",16,"R",30,"R",15,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",282,"R",135,"R",147,"R",1550809,"R",726545,"R",824264,"R",5499,"R",5382,"R",5607
"96",101462,7,"R",31,"R",15,"R",16,"R",30,"R",15,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",282,"R",135,"R",147,"R",1550809,"R",726545,"R",824264,"R",5499,"R",5382,"R",5607
"97",101471,6,"R",39,"R",32,"R",7,"R",30,"R",23,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",9,"Z",0,"R",378,"R",315,"R",63,"R",2193691,"R",1884516,"R",309175,"R",5803,"R",5983,"R",4908
"98",101471,7,"R",39,"R",32,"R",7,"R",30,"R",23,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",9,"Z",0,"R",378,"R",315,"R",63,"R",2193691,"R",1884516,"R",309175,"R",5803,"R",5983,"R",4908
"99",101480,1,"R",93,"R",67,"R",26,"R",76,"R",51,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",16,"R",1,"R",888,"R",651,"R",237,"R",7587396,"R",5598734,"R",1988662,"R",8544,"R",8600,"R",8391
"100",101480,2,"R",64,"R",35,"R",29,"R",60,"R",34,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",588,"R",318,"R",270,"R",4078823,"R",2264050,"R",1814773,"R",6937,"R",7120,"R",6721
"101",101480,3,"R",69,"R",32,"R",37,"R",66,"R",31,"R",35,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",630,"R",291,"R",339,"R",3897575,"R",1745975,"R",2151600,"R",6187,"R",6000,"R",6347
"102",101480,4,"R",91,"R",28,"R",63,"R",89,"R",27,"R",62,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",825,"R",255,"R",570,"R",4351331,"R",1298300,"R",3053031,"R",5274,"R",5091,"R",5356
"103",101480,7,"R",317,"R",162,"R",155,"R",291,"R",143,"R",148,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",19,"R",7,"R",2931,"R",1515,"R",1416,"R",19915125,"R",10907059,"R",9008066,"R",6795,"R",7199,"R",6362
"104",101499,6,"R",34,"R",14,"R",20,"R",33,"R",13,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",309,"R",129,"R",180,"R",1768638,"R",773299,"R",995339,"R",5724,"R",5995,"R",5530
"105",101499,7,"R",34,"R",14,"R",20,"R",33,"R",13,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",309,"R",129,"R",180,"R",1768638,"R",773299,"R",995339,"R",5724,"R",5995,"R",5530
"106",101505,6,"R",141,"R",49,"R",92,"R",131,"R",42,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",1299,"R",462,"R",837,"R",7986061,"R",2864762,"R",5121299,"R",6148,"R",6201,"R",6119
"107",101505,7,"R",141,"R",49,"R",92,"R",131,"R",42,"R",89,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",7,"R",3,"R",1299,"R",462,"R",837,"R",7986061,"R",2864762,"R",5121299,"R",6148,"R",6201,"R",6119
"108",101514,6,"R",144,"R",65,"R",79,"R",144,"R",65,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1296,"R",585,"R",711,"R",7978492,"R",3746216,"R",4232276,"R",6156,"R",6404,"R",5953
"109",101514,7,"R",144,"R",65,"R",79,"R",144,"R",65,"R",79,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1296,"R",585,"R",711,"R",7978492,"R",3746216,"R",4232276,"R",6156,"R",6404,"R",5953
"110",101541,1,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",40,"R",20,"R",20,"R",275941,"R",132565,"R",143376,"R",6899,"R",6628,"R",7169
"111",101541,2,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"R",5,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",50,"R",20,"R",30,"R",284826,"R",128661,"R",156165,"R",5697,"R",6433,"R",5206
"112",101541,3,"R",19,"R",7,"R",12,"Z",0,"Z",0,"Z",0,"R",19,"R",7,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",190,"R",70,"R",120,"R",991709,"R",379120,"R",612589,"R",5220,"R",5416,"R",5105
"113",101541,7,"R",28,"R",11,"R",17,"Z",0,"Z",0,"Z",0,"R",28,"R",11,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",280,"R",110,"R",170,"R",1552476,"R",640346,"R",912130,"R",5545,"R",5821,"R",5365
"114",101569,6,"R",84,"R",46,"R",38,"R",84,"R",46,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",756,"R",414,"R",342,"R",4379146,"R",2356181,"R",2022965,"R",5793,"R",5691,"R",5915
"115",101569,7,"R",84,"R",46,"R",38,"R",84,"R",46,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",756,"R",414,"R",342,"R",4379146,"R",2356181,"R",2022965,"R",5793,"R",5691,"R",5915
"116",101587,1,"R",16,"R",11,"R",5,"R",11,"R",7,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",1,"R",159,"R",111,"R",48,"R",1194704,"R",825274,"R",369430,"R",7514,"R",7435,"R",7696
"117",101587,2,"R",29,"R",19,"R",10,"R",25,"R",16,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"R",273,"R",180,"R",93,"R",1960659,"R",1296843,"R",663816,"R",7182,"R",7205,"R",7138
"118",101587,3,"R",53,"R",18,"R",35,"R",41,"R",16,"R",25,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",2,"R",10,"R",513,"R",168,"R",345,"R",2902136,"R",975527,"R",1926609,"R",5657,"R",5807,"R",5584
"119",101587,4,"R",20,"R",7,"R",13,"R",13,"R",5,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",5,"R",201,"R",69,"R",132,"R",820978,"R",274975,"R",546003,"R",4084,"R",3985,"R",4136
"120",101587,5,"R",3,"Z",0,"R",3,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",30,"Z",0,"R",30,"R",104702,"Z",0,"R",104702,"R",3490,"A",NA,"R",3490
"121",101587,7,"R",121,"R",55,"R",66,"R",92,"R",44,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",11,"R",18,"R",1176,"R",528,"R",648,"R",6983179,"R",3372619,"R",3610560,"R",5938,"R",6388,"R",5572
"122",101602,6,"R",53,"R",20,"R",33,"R",52,"R",19,"R",33,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",480,"R",183,"R",297,"R",2782461,"R",1022689,"R",1759772,"R",5797,"R",5588,"R",5925
"123",101602,7,"R",53,"R",20,"R",33,"R",52,"R",19,"R",33,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",480,"R",183,"R",297,"R",2782461,"R",1022689,"R",1759772,"R",5797,"R",5588,"R",5925
"124",101648,6,"R",20,"R",10,"R",10,"R",20,"R",10,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",180,"R",90,"R",90,"R",1059471,"R",541621,"R",517850,"R",5886,"R",6018,"R",5754
"125",101648,7,"R",20,"R",10,"R",10,"R",20,"R",10,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",180,"R",90,"R",90,"R",1059471,"R",541621,"R",517850,"R",5886,"R",6018,"R",5754
"126",101675,1,"R",10,"R",7,"R",3,"Z",0,"Z",0,"Z",0,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"R",6,"R",4,"R",2,"R",112,"R",78,"R",34,"R",597628,"R",426379,"R",171249,"R",5336,"R",5466,"R",5037
"127",101675,2,"R",11,"R",6,"R",5,"Z",0,"Z",0,"Z",0,"R",7,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",118,"R",62,"R",56,"R",616293,"R",276979,"R",339314,"R",5223,"R",4467,"R",6059
"128",101675,3,"R",27,"R",5,"R",22,"Z",0,"Z",0,"Z",0,"R",25,"R",5,"R",20,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",274,"R",50,"R",224,"R",1180076,"R",221860,"R",958216,"R",4307,"R",4437,"R",4278
"129",101675,4,"R",51,"R",17,"R",34,"Z",0,"Z",0,"Z",0,"R",51,"R",17,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",510,"R",170,"R",340,"R",2003264,"R",637467,"R",1365797,"R",3928,"R",3750,"R",4017
"130",101675,7,"R",99,"R",35,"R",64,"Z",0,"Z",0,"Z",0,"R",87,"R",30,"R",57,"Z",0,"Z",0,"Z",0,"R",12,"R",5,"R",7,"R",1014,"R",360,"R",654,"R",4397261,"R",1562685,"R",2834576,"R",4337,"R",4341,"R",4334
"131",101693,1,"R",17,"R",7,"R",10,"R",13,"R",5,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",165,"R",69,"R",96,"R",994972,"R",402618,"R",592354,"R",6030,"R",5835,"R",6170
"132",101693,2,"R",23,"R",10,"R",13,"R",20,"R",8,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",216,"R",96,"R",120,"R",1094667,"R",500115,"R",594552,"R",5068,"R",5210,"R",4955
"133",101693,3,"R",32,"R",13,"R",19,"R",30,"R",11,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",294,"R",123,"R",171,"R",1356730,"R",561751,"R",794979,"R",4615,"R",4567,"R",4649
"134",101693,4,"R",6,"R",1,"R",5,"R",6,"R",1,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",9,"R",45,"R",219099,"R",38000,"R",181099,"R",4057,"R",4222,"R",4024
"135",101693,7,"R",78,"R",31,"R",47,"R",69,"R",25,"R",44,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",6,"R",3,"R",729,"R",297,"R",432,"R",3665468,"R",1502484,"R",2162984,"R",5028,"R",5059,"R",5007
"136",101709,1,"R",43,"R",26,"R",17,"R",43,"R",26,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",387,"R",234,"R",153,"R",3411893,"R",2102587,"R",1309306,"R",8816,"R",8985,"R",8558
"137",101709,2,"R",42,"R",25,"R",17,"R",42,"R",25,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",378,"R",225,"R",153,"R",2906606,"R",1797248,"R",1109358,"R",7689,"R",7988,"R",7251
"138",101709,3,"R",49,"R",20,"R",29,"R",49,"R",20,"R",29,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",441,"R",180,"R",261,"R",2884223,"R",1225531,"R",1658692,"R",6540,"R",6809,"R",6355
"139",101709,4,"R",8,"R",1,"R",7,"R",8,"R",1,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",72,"R",9,"R",63,"R",377523,"R",41000,"R",336523,"R",5243,"R",4556,"R",5342
"140",101709,7,"R",142,"R",72,"R",70,"R",142,"R",72,"R",70,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1278,"R",648,"R",630,"R",9580245,"R",5166366,"R",4413879,"R",7496,"R",7973,"R",7006
"141",101736,6,"R",73,"R",33,"R",40,"R",73,"R",33,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",657,"R",297,"R",360,"R",3891224,"R",1810976,"R",2080248,"R",5923,"R",6098,"R",5778
"142",101736,7,"R",73,"R",33,"R",40,"R",73,"R",33,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",657,"R",297,"R",360,"R",3891224,"R",1810976,"R",2080248,"R",5923,"R",6098,"R",5778
"143",101879,1,"R",69,"R",45,"R",24,"R",66,"R",43,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",630,"R",411,"R",219,"R",5598654,"R",3686571,"R",1912083,"R",8887,"R",8970,"R",8731
"144",101879,2,"R",48,"R",27,"R",21,"R",47,"R",27,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",435,"R",243,"R",192,"R",3345872,"R",1890314,"R",1455558,"R",7692,"R",7779,"R",7581
"145",101879,3,"R",86,"R",39,"R",47,"R",86,"R",39,"R",47,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",774,"R",351,"R",423,"R",5223070,"R",2450390,"R",2772680,"R",6748,"R",6981,"R",6555
"146",101879,4,"R",32,"R",8,"R",24,"R",32,"R",8,"R",24,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",288,"R",72,"R",216,"R",1626588,"R",342049,"R",1284539,"R",5648,"R",4751,"R",5947
"147",101879,6,"R",3,"Z",0,"R",3,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"Z",0,"R",27,"R",130448,"Z",0,"R",130448,"R",4831,"A",NA,"R",4831
"148",101879,7,"R",238,"R",119,"R",119,"R",234,"R",117,"R",117,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"R",2,"R",2154,"R",1077,"R",1077,"R",15924632,"R",8369324,"R",7555308,"R",7393,"R",7771,"R",7015
"149",101897,6,"R",55,"R",21,"R",34,"R",46,"R",17,"R",29,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",4,"R",5,"R",522,"R",201,"R",321,"R",3158294,"R",1152732,"R",2005562,"R",6050,"R",5735,"R",6248
"150",101897,7,"R",55,"R",21,"R",34,"R",46,"R",17,"R",29,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",4,"R",5,"R",522,"R",201,"R",321,"R",3158294,"R",1152732,"R",2005562,"R",6050,"R",5735,"R",6248
"151",101912,1,"R",16,"R",12,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",12,"R",4,"R",192,"R",144,"R",48,"R",1001369,"R",765619,"R",235750,"R",5215,"R",5317,"R",4911
"152",101912,2,"R",35,"R",17,"R",18,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",17,"R",18,"R",420,"R",204,"R",216,"R",1977606,"R",963761,"R",1013845,"R",4709,"R",4724,"R",4694
"153",101912,3,"R",39,"R",13,"R",26,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",13,"R",26,"R",468,"R",156,"R",312,"R",1837468,"R",618754,"R",1218714,"R",3926,"R",3966,"R",3906
"154",101912,4,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",24,"R",12,"R",12,"R",84618,"R",42309,"R",42309,"R",3526,"R",3526,"R",3526
"155",101912,7,"R",92,"R",43,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",92,"R",43,"R",49,"R",1104,"R",516,"R",588,"R",4901061,"R",2390443,"R",2510618,"R",4439,"R",4633,"R",4270
"156",101949,6,"R",35,"R",13,"R",22,"R",35,"R",13,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",315,"R",117,"R",198,"R",1817615,"R",639641,"R",1177974,"R",5770,"R",5467,"R",5949
"157",101949,7,"R",35,"R",13,"R",22,"R",35,"R",13,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",315,"R",117,"R",198,"R",1817615,"R",639641,"R",1177974,"R",5770,"R",5467,"R",5949
"158",101994,6,"R",22,"R",11,"R",11,"R",20,"R",10,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",204,"R",102,"R",102,"R",1180353,"R",553278,"R",627075,"R",5786,"R",5424,"R",6148
"159",101994,7,"R",22,"R",11,"R",11,"R",20,"R",10,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",204,"R",102,"R",102,"R",1180353,"R",553278,"R",627075,"R",5786,"R",5424,"R",6148
"160",102030,6,"R",86,"R",37,"R",49,"R",85,"R",36,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",777,"R",336,"R",441,"R",4738287,"R",2007615,"R",2730672,"R",6098,"R",5975,"R",6192
"161",102030,7,"R",86,"R",37,"R",49,"R",85,"R",36,"R",49,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",777,"R",336,"R",441,"R",4738287,"R",2007615,"R",2730672,"R",6098,"R",5975,"R",6192
"162",102049,1,"R",109,"R",78,"R",31,"R",83,"R",64,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",14,"R",12,"R",1059,"R",744,"R",315,"R",11986191,"R",8721741,"R",3264450,"R",11318,"R",11723,"R",10363
"163",102049,2,"R",100,"R",52,"R",48,"R",68,"R",39,"R",29,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",13,"R",19,"R",996,"R",507,"R",489,"R",8100210,"R",4233705,"R",3866505,"R",8133,"R",8351,"R",7907
"164",102049,3,"R",103,"R",39,"R",64,"R",81,"R",34,"R",47,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",5,"R",17,"R",993,"R",366,"R",627,"R",6778027,"R",2473159,"R",4304868,"R",6826,"R",6757,"R",6866
"165",102049,4,"R",21,"R",3,"R",18,"R",13,"R",3,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",8,"R",213,"R",27,"R",186,"R",1178261,"R",142928,"R",1035333,"R",5532,"R",5294,"R",5566
"166",102049,7,"R",333,"R",172,"R",161,"R",245,"R",140,"R",105,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",88,"R",32,"R",56,"R",3261,"R",1644,"R",1617,"R",28042689,"R",15571533,"R",12471156,"R",8599,"R",9472,"R",7713
"167",102058,1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",12,"R",12,"Z",0,"R",48000,"R",48000,"Z",0,"R",4000,"R",4000,"A",NA
"168",102058,2,"R",6,"R",5,"R",1,"R",6,"R",5,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"R",45,"R",9,"R",195900,"R",162800,"R",33100,"R",3628,"R",3618,"R",3678
"169",102058,4,"R",33,"R",13,"R",20,"R",33,"R",13,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",297,"R",117,"R",180,"R",830087,"R",327004,"R",503083,"R",2795,"R",2795,"R",2795
"170",102058,5,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",36,"Z",0,"R",36,"R",36000,"Z",0,"R",36000,"R",1000,"A",NA,"R",1000
"171",102058,6,"R",2,"Z",0,"R",2,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",18,"R",24000,"Z",0,"R",24000,"R",1333,"A",NA,"R",1333
"172",102058,7,"R",45,"R",19,"R",26,"R",41,"R",18,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",417,"R",174,"R",243,"R",1133987,"R",537804,"R",596183,"R",2719,"R",3091,"R",2453
"173",102067,6,"R",91,"R",46,"R",45,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",91,"R",46,"R",45,"R",1092,"R",552,"R",540,"R",5032890,"R",2524453,"R",2508437,"R",4609,"R",4573,"R",4645
"174",102067,7,"R",91,"R",46,"R",45,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",91,"R",46,"R",45,"R",1092,"R",552,"R",540,"R",5032890,"R",2524453,"R",2508437,"R",4609,"R",4573,"R",4645
"175",102076,6,"R",39,"R",20,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",20,"R",19,"R",468,"R",240,"R",228,"R",2395602,"R",1246781,"R",1148821,"R",5119,"R",5195,"R",5039
"176",102076,7,"R",39,"R",20,"R",19,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",20,"R",19,"R",468,"R",240,"R",228,"R",2395602,"R",1246781,"R",1148821,"R",5119,"R",5195,"R",5039
"177",102094,1,"R",111,"R",78,"R",33,"R",67,"R",52,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",26,"R",18,"R",1131,"R",780,"R",351,"R",10780710,"R",7511030,"R",3269680,"R",9532,"R",9630,"R",9315
"178",102094,2,"R",126,"R",72,"R",54,"R",93,"R",58,"R",35,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",14,"R",19,"R",1233,"R",690,"R",543,"R",9353975,"R",5496058,"R",3857917,"R",7586,"R",7965,"R",7105
"179",102094,3,"R",205,"R",99,"R",106,"R",122,"R",84,"R",38,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",83,"R",15,"R",68,"R",2094,"R",936,"R",1158,"R",14266594,"R",6519005,"R",7747589,"R",6813,"R",6965,"R",6690
"180",102094,4,"R",126,"R",42,"R",84,"R",70,"R",22,"R",48,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",56,"R",20,"R",36,"R",1302,"R",438,"R",864,"R",6950443,"R",2313006,"R",4637437,"R",5338,"R",5281,"R",5367
"181",102094,7,"R",568,"R",291,"R",277,"R",352,"R",216,"R",136,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",216,"R",75,"R",141,"R",5760,"R",2844,"R",2916,"R",41351722,"R",21839099,"R",19512623,"R",7179,"R",7679,"R",6692
"182",102234,1,"R",9,"R",6,"R",3,"R",9,"R",6,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",54,"R",27,"R",673678,"R",479139,"R",194539,"R",8317,"R",8873,"R",7205
"183",102234,2,"R",38,"R",18,"R",20,"R",38,"R",18,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",342,"R",162,"R",180,"R",2172096,"R",995570,"R",1176526,"R",6351,"R",6145,"R",6536
"184",102234,3,"R",29,"R",18,"R",11,"R",29,"R",18,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",261,"R",162,"R",99,"R",1504490,"R",904292,"R",600198,"R",5764,"R",5582,"R",6063
"185",102234,4,"R",6,"Z",0,"R",6,"R",6,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",54,"Z",0,"R",54,"R",282780,"Z",0,"R",282780,"R",5237,"A",NA,"R",5237
"186",102234,7,"R",82,"R",42,"R",40,"R",82,"R",42,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",738,"R",378,"R",360,"R",4633044,"R",2379001,"R",2254043,"R",6278,"R",6294,"R",6261
"187",102261,1,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",20,"Z",0,"R",103769,"R",103769,"Z",0,"R",5188,"R",5188,"A",NA
"188",102261,2,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",10,"R",10,"R",89362,"R",43082,"R",46280,"R",4468,"R",4308,"R",4628
